1	-1	114.53	570	689309520
1	-1	114.92	650	488201672
1	1	114.49	900	833180069
1	1	114.21	670	942546962
1	-1	114.41	230	814981831
1	-1	114.85	590	255055543
1	-1	114.01	800	882712483
1	-1	114.84	1010	899299952
1	-1	114.89	580	724999496
1	1	114.72	1050	311003717
1	1	114.76	540	377221250
1	-1	114.2	710	117538539
1	-1	114.71	1010	228490301
1	1	114.53	890	158056251
1	-1	114.31	270	100012533
1	-1	114.65	910	301582394
1	-1	114.75	260	260235230
1	1	114.53	870	117659950
1	-1	114.67	610	122159910
1	1	114.44	230	610014777
1	-1	114.88	1060	403793379
1	1	114.31	590	846594950
1	-1	114.12	820	525006020
1	1	114.52	710	103754457
1	-1	114.02	880	116965744
1	-1	114.45	430	722579973
1	1	114.08	400	716182110
1	-1	114.6	260	230898705
1	-1	114.59	450	936611143
1	1	114.03	140	363624555
1	1	114.71	120	288138716
1	-1	114.95	640	485391463
1	1	114.02	1030	349065701
1	-1	114.29	770	888192117
1	-1	114.54	1090	718947973
1	1	114.58	680	212074005
1	-1	114.02	560	427868277
1	-1	114.34	130	654401304
1	1	114	990	105448534
1	1	114.58	670	262827889
1	-1	114.53	310	147485686
1	-1	114.16	790	151266638
1	1	114.91	1000	820656638
1	1	114.41	870	161651238
1	1	114.59	830	761599260
1	-1	114.53	990	749034543
1	-1	114.62	970	692342098
1	1	114.4	730	556063154
1	-1	114.68	590	828478683
1	-1	114.02	750	291234788
1	-1	114.42	370	931171546
1	-1	114.8	520	876788184
1	-1	114.9	980	814471260
1	1	114.03	480	635021655
1	1	114.66	1090	553984999
1	-1	114.38	120	492928213
1	-1	114.51	140	989920907
1	1	114.95	940	437615641
1	-1	114.65	700	111787059
1	1	114.35	300	451618513
1	-1	114.2	500	268747112
1	-1	114.35	820	160549976
1	1	114.94	890	244007254
1	1	114.88	1050	459302910
1	-1	114.88	150	491712123
1	-1	114.21	240	925175841
1	-1	114.69	460	190584367
1	1	114.77	160	842816514
1	-1	114.32	890	899533446
1	-1	114.7	230	983898750
1	1	114.19	300	678079061
1	1	114.28	490	147683053
1	1	114.79	630	170705848
1	-1	114.02	830	397789637
1	1	114.13	990	174383527
1	1	114.93	730	166541072
1	-1	114.66	260	683254578
1	1	114.28	510	305646849
1	1	114.08	940	309248814
1	1	114.72	900	120054194
1	1	114.94	210	348977814
1	-1	114.5	470	920884901
1	-1	114.58	150	162951909
1	-1	114.32	130	402011474
1	-1	114.78	940	925151087
1	1	114.84	640	585522625
1	1	114.98	520	557264576
1	1	114.63	320	237465035
1	1	114.88	1080	202462677
1	1	114.01	1030	344458771
1	1	114.77	930	478237675
1	-1	114.41	320	397115837
1	1	114.74	970	860862095
1	1	114.32	470	745796141
1	1	114.04	230	265757909
1	1	114.84	650	129206601
1	1	114.1	1090	330312828
1	-1	114.36	240	308154505
1	1	114.76	220	288360428
1	1	114.84	940	691295720
1	-1	114.86	850	565885725
1	-1	114.76	1020	155369779
1	1	114.45	850	551645182
1	1	114.55	680	252428722
1	1	114.51	360	978015929
1	1	114.55	620	852147556
1	-1	114.89	100	617078782
1	1	114.42	540	819813591
1	1	114.34	190	980842861
1	1	114.58	130	756452574
1	-1	114.71	650	878958138
1	-1	114.9	360	688616984
1	-1	114.8	630	324278581
1	1	114.79	630	722744082
1	-1	114.53	120	103687084
1	-1	114.5	1010	138686332
1	-1	114.53	780	966182658
1	-1	114	420	943211438
1	-1	114.28	610	656460271
1	-1	114.13	1030	707336317
1	-1	114.18	480	116583609
1	-1	114.08	230	325448327
1	1	114.52	400	903329695
1	1	114.49	900	937761836
1	-1	114.66	370	243820161
1	-1	114.47	930	259276864
1	1	114.32	870	495703793
1	1	114.02	720	335286777
1	-1	114.83	980	206615496
1	-1	114.69	940	901988320
1	1	114.31	200	945637331
1	-1	114.89	570	860408185
1	1	114.42	1020	384773625
1	-1	114.52	350	533977817
1	-1	114.57	700	176473222
1	-1	114.31	230	280446722
1	-1	114.17	580	627046365
1	1	114	1070	820904518
1	1	114.46	250	581897762
1	1	114.12	280	159055048
1	1	114.51	740	918017290
1	-1	114.92	200	141685442
1	-1	114.96	1060	806531084
1	-1	114.9	660	331122202
1	-1	114.49	970	283888284
1	1	114.74	450	762997528
1	-1	114.19	570	118376210
1	1	114.79	990	361330571
1	1	114.6	390	535236770
1	-1	114.6	130	434629763
1	1	114.44	400	356170259
1	1	114.33	320	154977398
1	-1	114.42	1010	318466789
1	1	114.29	450	340033919
1	1	114.84	940	477603806
1	1	114.32	1080	107544428
1	-1	114.52	600	136750064
1	-1	114.5	1030	896755086
1	-1	114.79	410	764412880
1	-1	114.45	1020	131702263
1	1	114.86	180	686334612
1	1	114.93	150	447128146
1	1	114.29	820	943163756
1	-1	114.77	710	461476635
1	-1	114.45	730	898713815
1	1	114.83	880	762176466
1	-1	114.74	960	597687550
1	-1	114.71	330	279776888
1	-1	114.69	200	402665947
1	1	114.8	1040	772140189
1	1	114.03	490	861616219
1	-1	114.29	190	423513482
1	1	114.35	710	251812570
1	-1	114.44	180	208359248
1	1	114.86	960	604132711
1	1	114.38	520	776720302
1	-1	114.87	410	950044948
1	1	114.5	210	126444493
1	-1	114.53	330	398967435
1	-1	114.5	370	662970068
1	-1	114.42	140	609889311
1	-1	114.91	790	139450691
1	-1	114.92	240	791395299
1	1	114.98	300	611724970
1	1	114.43	940	196247822
1	-1	114.74	620	515882313
1	1	114.57	650	178369819
1	1	114.01	710	382657705
1	1	114.22	260	455068638
1	-1	114.08	550	274618828
1	-1	114.19	630	631290952
1	-1	114.32	940	118558437
1	1	114.74	340	174211475
1	1	114.95	320	800215231
1	-1	114.98	470	158738373
1	1	114.26	1020	187820922
1	-1	114.72	290	121755469
1	-1	114.81	550	657136433
1	-1	114.17	590	892000706
1	1	114.75	120	192438082
1	-1	114.96	860	539860957
1	-1	114.42	250	751683965
1	1	114.9	310	658812964
1	-1	114.98	540	697484443
1	1	114.51	1050	638941798
1	-1	114.48	800	237598745
1	-1	114.76	440	165194696
1	1	114.66	680	149685792
1	1	114.9	460	970314776
1	1	114.14	290	808395492
1	-1	114.62	610	187223757
1	-1	114.78	170	210103843
1	1	114.94	870	544100320
1	-1	114.22	180	166712246
1	1	114.44	980	941957183
1	1	114.07	130	492022327
1	1	114.08	940	657357693
1	1	114.09	580	198612608
1	-1	114.85	790	759591028
1	-1	114.56	230	645549026
1	1	114.67	480	263529127
1	1	114.85	1070	234709332
1	-1	114.24	770	291671136
1	-1	114.07	1080	738586995
1	-1	114.64	470	567358581
1	1	114.96	640	621691854
1	1	114.61	770	150058733
1	-1	114.46	350	905192882
1	-1	114.83	660	848291841
0	-1	0	820	119674173
1	1	114.24	230	849042274
0	1	0	500	927834925
0	1	0	880	486179630
0	-1	0	360	183125231
0	1	0	790	724371465
1	-1	114.39	1070	823622974
1	1	114.08	350	108024373
0	1	0	810	851225016
1	1	114.98	230	720091107
1	1	114.36	160	701528982
0	-1	0	480	994107222
0	1	0	800	129283269
1	1	114.69	150	619979336
0	1	0	520	390548515
1	1	114.01	880	169170645
0	-1	0	930	616539191
0	-1	0	230	815931026
1	-1	114.07	1000	165265320
0	-1	0	1030	915509755
1	1	114.93	590	624805738
0	1	0	300	285743550
1	1	114.21	700	434660113
0	1	0	580	765387482
1	1	114.54	920	667712533
0	1	0	130	535985806
1	-1	114.23	480	228814598
1	1	114.79	460	717612518
0	1	0	270	174454890
0	1	0	140	494221958
0	1	0	350	183839448
1	1	114.3	160	624760526
1	1	114.74	660	118656134
0	-1	0	760	767032577
1	1	114.99	690	269497539
1	-1	114.05	410	507262691
0	-1	0	760	319979076
1	-1	114.84	820	369239255
1	-1	114.63	810	309819756
0	-1	0	1000	471625549
0	-1	0	360	723307183
0	-1	0	500	624802738
0	1	0	1060	228670770
0	1	0	300	221997879
0	-1	0	360	247176318
1	-1	114.95	230	844728153
0	1	0	820	104572924
0	-1	0	900	944055638
1	1	114.51	270	105071524
1	-1	114.65	1020	237668110
1	1	114.75	780	536624872
0	-1	0	1040	567172435
0	1	0	330	843610832
1	1	114.01	880	192835367
0	-1	0	940	168812913
1	-1	114.13	160	844634191
0	-1	0	530	929237244
1	-1	114.15	140	141780862
1	1	114.43	460	103948781
0	1	0	660	721424094
1	-1	114.29	230	800561692
0	-1	0	600	841346189
0	-1	0	570	782983628
1	1	114.67	1000	784569411
1	1	114.14	790	952721825
0	1	0	370	615318960
1	-1	114.59	980	902148176
0	-1	0	340	839906131
1	1	114.88	550	368625427
1	1	114.92	380	642158285
0	1	0	480	170851484
0	-1	0	740	460605809
1	1	114.54	710	339422583
0	1	0	780	136272701
1	-1	114.79	740	617757632
0	1	0	240	358843493
0	-1	0	200	714721867
0	-1	0	540	534881300
0	-1	0	650	463106268
1	-1	114.52	100	209796170
1	-1	114.1	510	813278705
1	-1	114.98	880	609204189
1	1	114.71	210	858300001
0	-1	0	1030	175862271
1	-1	114.67	580	162302015
0	1	0	920	754119375
1	1	114.16	170	457912199
0	1	0	160	305059421
1	1	114.52	880	751525661
0	-1	0	180	258028604
1	-1	114.35	650	226480801
1	1	114.48	150	624715272
0	-1	0	340	608702839
1	-1	114.29	900	628093545
0	1	0	670	316822579
0	-1	0	160	689646690
0	1	0	200	140699720
1	1	114.53	210	906171250
0	1	0	830	823445180
1	-1	114.8	770	193328749
1	1	114.36	500	940096428
1	-1	114.64	730	583677891
0	1	0	800	803242997
1	1	114.12	1070	641179932
0	-1	0	820	340969106
1	-1	114.15	140	907496703
0	1	0	500	789537547
0	-1	0	440	331346573
0	-1	0	870	540922176
1	1	114.44	910	370947878
0	-1	0	520	280773055
0	-1	0	450	143366753
1	1	114	860	721492215
0	1	0	110	166208584
0	-1	0	840	922671150
1	1	114.15	500	488090250
1	1	114.46	790	248821177
1	-1	114.38	430	133991598
0	1	0	990	188012144
1	1	114.45	790	832642340
1	1	114.66	800	723198580
0	1	0	450	396544572
1	-1	114.26	630	940061730
1	1	114.39	940	424634374
1	1	114.69	420	139563721
0	1	0	300	545196205
0	-1	0	290	223115737
1	1	114.06	220	711983378
1	-1	114.4	590	402434337
1	-1	114.36	230	589639241
1	-1	114.94	430	199413835
0	1	0	960	762095556
0	1	0	840	440475677
0	1	0	430	331084373
0	1	0	930	694978657
0	-1	0	710	679427569
0	-1	0	540	549512389
1	1	114.9	940	789691526
0	-1	0	680	534749105
1	-1	114.02	500	164860085
1	-1	114.61	620	433628016
0	-1	0	390	125021625
0	1	0	540	875356558
1	-1	114.81	1050	210685566
0	1	0	570	245269524
0	-1	0	250	815384151
1	1	114.81	1040	683590210
0	1	0	770	406272129
1	-1	114.44	880	202066134
1	1	114.61	780	463157913
1	-1	114.76	620	418954556
0	1	0	310	914291039
1	-1	114.56	340	139918217
0	-1	0	980	213249946
0	-1	0	200	375599400
1	1	114.83	520	647170840
1	1	114.28	140	203323004
1	1	114.78	1050	989623611
1	1	114.99	530	714286594
1	1	114.85	770	999818074
0	1	0	880	646505147
0	1	0	770	108448571
1	-1	114.1	360	132192146
0	1	0	460	210360988
1	-1	114.69	130	126805380
0	-1	0	300	514299237
1	-1	114.81	500	333036064
0	-1	0	540	623734960
0	-1	0	770	534081432
0	-1	0	1050	171498943
0	1	0	720	802526489
1	1	114.34	180	273332643
0	-1	0	490	868291870
0	1	0	180	960169730
0	-1	0	910	357346747
1	1	114.64	480	505592664
0	-1	0	200	543731948
1	-1	114.08	410	828120202
1	-1	114.56	660	610674006
1	-1	114.26	580	358904398
1	-1	114.67	920	631706391
0	1	0	100	760251657
0	1	0	870	791340079
0	1	0	950	838139000
0	1	0	510	216116475
1	1	114.94	550	631305372
1	-1	114.91	190	311959952
0	-1	0	880	314248545
0	1	0	810	798223616
0	-1	0	910	590948347
1	-1	114.34	440	991286925
0	-1	0	540	186722192
1	1	114.02	720	828680795
1	-1	114.25	910	158591493
1	-1	114.6	250	542958316
1	-1	114.06	640	429553669
0	1	0	160	646748605
1	1	114.82	160	719634876
1	1	114.4	1060	102919249
0	1	0	850	339180978
1	-1	114.15	930	806415550
0	1	0	950	173582799
0	1	0	820	883656622
0	-1	0	690	752473065
0	1	0	620	520408313
0	-1	0	950	824249278
1	-1	114.1	420	475966840
0	-1	0	670	866934036
1	-1	114.25	840	321115551
0	-1	0	360	570658995
1	-1	114.82	840	191279465
0	1	0	960	732856538
0	-1	0	390	587552084
1	1	114.76	300	582059814
1	-1	114.54	280	176883051
1	1	114.41	950	947206727
0	-1	0	470	280225517
0	1	0	710	199382274
0	1	0	510	537471027
0	1	0	400	199561991
0	1	0	390	136348242
0	-1	0	120	602655312
1	1	114.91	200	919820447
1	-1	114.75	990	427486261
1	1	114.74	740	427675469
1	1	114.14	350	576364684
1	1	114.24	200	201373622
1	-1	114.71	920	993634570
0	1	0	1070	924015952
1	1	114.58	920	408305796
1	1	114.29	360	553572830
0	-1	0	130	465277561
0	1	0	320	695746405
0	-1	0	750	434167860
1	1	114.22	520	488316006
1	1	114.03	160	949205930
1	1	114.82	150	192889754
0	-1	0	350	630072764
0	1	0	600	583086641
0	1	0	170	916865904
1	1	114.32	600	111691243
1	1	114.67	1080	629647166
1	-1	114.4	1090	242506662
0	1	0	410	125132873
0	1	0	370	766891783
1	-1	114.7	880	851321334
1	1	114.02	540	966528366
0	1	0	860	126063639
0	-1	0	590	575007296
0	-1	0	210	266493067
0	1	0	700	569999893
1	1	114.73	600	914354288
1	-1	114.41	570	787885096
1	-1	114.96	460	290118909
0	-1	0	490	868449983
1	1	114.52	240	141530011
0	1	0	770	931030843
1	-1	114.48	180	468339716
1	-1	114.28	500	410275149
1	-1	114.71	660	314008404
1	1	114.77	270	633463985
0	-1	0	740	775068393
1	1	114.17	290	310778646
0	-1	0	1010	558230847
0	-1	0	140	124946708
0	-1	0	140	837885705
1	1	114.82	430	193803496
0	1	0	310	810755806
0	1	0	1030	252332668
1	-1	114.35	630	140556043
1	-1	114.74	350	867812760
0	1	0	100	257910950
1	1	114.39	760	972537434
1	1	114.58	250	211827311
0	-1	0	660	272976318
0	-1	0	1080	663434038
0	1	0	1080	383121919
1	-1	114.88	220	441794632
1	-1	114.11	920	415385115
1	-1	114.36	570	220689789
0	1	0	420	237929048
0	1	0	620	146647508
0	1	0	570	187863463
0	1	0	400	687785058
0	1	0	660	534646031
0	-1	0	380	621970451
1	1	114.37	820	920578106
0	-1	0	510	955726367
0	1	0	320	769177052
0	-1	0	430	523633695
1	-1	114.77	280	669220541
0	-1	0	860	326627590
0	1	0	220	386942640
0	-1	0	800	847780889
1	-1	114.51	320	899820090
0	-1	0	950	314947451
1	-1	114.13	640	948132077
0	-1	0	760	393814856
1	-1	114.36	740	125590978
1	1	114.55	440	240158148
0	-1	0	300	828553638
0	-1	0	360	796925320
1	1	114.05	960	301710842
1	1	114.03	450	799251591
1	1	114.11	800	917507528
0	1	0	450	582070674
1	1	114.06	170	535192593
0	-1	0	240	492977369
1	-1	114.99	550	461227102
1	-1	114.74	370	442250301
1	1	114.5	690	658213302
0	-1	0	510	297870095
0	1	0	740	103869701
1	-1	114.38	230	644005196
1	-1	114.76	790	191450966
1	-1	114.32	840	752581323
0	1	0	840	227243958
1	1	114.44	490	984333704
0	1	0	210	150031119
0	1	0	960	606165204
1	1	114.95	640	404028322
0	1	0	200	272021371
0	1	0	770	691728132
1	-1	114.48	490	576431841
1	1	114.33	1020	174565945
1	1	114.59	380	338646342
1	-1	114.97	280	454292020
0	1	0	140	665254724
1	-1	114.24	540	972411058
1	1	114.2	1060	582498719
0	1	0	750	545236083
1	-1	114.38	170	104851151
0	1	0	950	637870328
0	1	0	370	547588481
0	-1	0	430	527039399
1	1	114.64	1090	136822793
1	-1	114.24	180	348360255
1	-1	114.18	690	235910877
0	1	0	140	291072392
0	-1	0	670	283083577
0	1	0	810	290377737
1	1	114.93	910	367072073
1	1	114.94	390	855032809
1	1	114.46	560	848946918
0	1	0	450	615345107
0	1	0	1030	260674618
1	-1	114.46	660	966400631
0	-1	0	220	769062696
0	-1	0	170	191301704
0	-1	0	480	927000117
1	1	114.12	360	293371505
0	1	0	660	847866753
0	1	0	790	804608685
0	1	0	770	738696512
0	-1	0	740	115006081
0	-1	0	510	672607977
1	1	114.27	560	912282137
0	-1	0	380	401049859
1	-1	114.01	520	555289864
0	1	0	810	424263831
1	-1	114.36	100	469115904
1	1	114.85	520	549743449
1	1	114.97	840	579668272
0	-1	0	960	120944087
0	1	0	820	541043789
1	-1	114.21	140	497754476
1	1	114.58	760	116345063
1	-1	114.56	900	662456342
1	-1	114.57	410	733919783
0	1	0	1080	120101326
0	-1	0	260	484433313
1	-1	114.06	1060	509915707
1	1	114.69	420	478879537
0	-1	0	250	289929127
1	-1	114.24	820	188905566
1	1	114.98	290	272499820
0	1	0	400	436514629
0	1	0	230	336575704
0	-1	0	440	593841668
1	1	114.8	1000	180007696
1	-1	114.75	730	381919171
0	1	0	100	532846727
1	-1	114.39	840	120346490
1	-1	114.1	720	773571045
0	-1	0	790	141408572
0	1	0	560	480468109
0	-1	0	720	142934225
1	1	114.13	310	964810174
1	-1	114.89	520	187207030
0	-1	0	660	156841524
0	-1	0	900	844720133
1	1	114.47	470	123869528
1	-1	114.13	300	741847232
1	1	114.55	1060	564026229
0	1	0	560	360382130
0	-1	0	750	178452137
0	1	0	220	429145126
1	-1	114.63	160	387659270
0	-1	0	110	118132017
0	-1	0	640	249012420
1	1	114.49	320	778330414
0	-1	0	220	392484025
0	1	0	950	984570423
0	-1	0	1050	949036130
0	-1	0	260	861881889
0	1	0	600	168867147
1	-1	114.15	910	627053374
1	-1	114.84	800	919098828
1	-1	114.55	650	128476209
0	-1	0	110	122717728
0	-1	0	1090	138954755
0	-1	0	530	440164815
1	-1	114.11	900	422433433
1	-1	114.54	660	947630140
1	-1	114.18	430	220050529
0	-1	0	570	662711114
0	1	0	520	763068171
1	-1	114.94	850	133354251
0	1	0	1020	163686866
1	-1	114.95	370	271654792
1	-1	114.65	350	613377697
1	-1	114.12	120	675247848
0	1	0	730	646160319
0	-1	0	810	407314417
1	1	114.29	160	906339618
1	-1	114.13	840	789848481
